rkd_term,aat_id,aat_labels,broader_terms
aluin,300183621,"aluin; alum; alum, potash; aluminum potassium sulfate; potash alum; potassium alum; potassium aluminium sulphate; potassium aluminum sulfate; sulfate, potassium aluminum",anorganisch materiaal; inorganic material; mineraal; mineral; minerals
kalk,300011736,calcium oxide; kalk; lime,calcium and calcium compounds; calcium compounds
ongebluste kalk,300011740,anhydrous lime; bijtende kalk; burnt lime; caustic lime; common lime; levende kalk; lump lime; ongebluste kalk; quick lime; quicklime; unslaked lime,calcium compounds; calcium oxide; kalk; lime
distilleren,300220236,distelleren; distillation; distilled; distilleren; distilling; gedistilleerd,"fysico-chemische procedés; physicochemical process; physicochemical processes; procedés en technieken naar specifiek type; processes and techniques by specific type; processes, physicochemical"
drogen,300053758,dried; drogen; drying; gedroogd,"fysico-chemische procedés; physicochemical process; physicochemical processes; procedés en technieken naar specifiek type; processes and techniques by specific type; processes, physicochemical"
kwik,300011026,hg; kwik; kwikzilver; mercury; quicksilver,"kwik en amalgaam; mercury and amalgam; metal, non-ferrous; metal, nonferrous; non-ferrometaal; non-ferrous metal; non-ferrous metals; nonferrous metal; nonferrous metals"
bijenwas,300014588,bees-wax; beeswax; beeswaxes; bijenwas,"animal wax; dierlijke was; insect wax; insectenwas; wax, animal; wax, insect"
mengen,300053585,gemengd; mengen; mixed; mixing,additieve- en verbindingsprocedés en -technieken; additive and joining processes and techniques; procedés en technieken naar specifiek type; processes and techniques by specific type
testen,300054695,testen; testing; toetsen; uittesten,"analytical function; analytical functions; analytische functie; analytische functies; functies naar algemene context; functions by general context; functions, analytical"
verwarmen,300053885,heating; verwarmen; warmen,"fysico-chemische procedés; met temperatuur verwante fysico-chemische procedés; physicochemical process; physicochemical processes; physicochemical processes, temperature-related; processes, physicochemical; processes, temperature-related physicochemical; temperature-related physicochemical process; temperature-related physicochemical processes"
herstellen,300053737,gerepareerd; hersteld; herstellen; repair; repaired; repairing,procedés en technieken naar specifiek type; processes and techniques by specific type; restauratieprocédés en -technieken; restorative processes and techniques
titaandioxidewit,300013747,"titaandioxidewit; titanium dioxide white; titanium white; titanox; white, titanium","opaakwit pigment; opaque white pigment; opaque white pigments; pigment, opaque white; pigment, white; white pigment; white pigments; wit pigment"
auripigment,300013834,arsenblende; arsenikon; auripigment; auripigmento; auripigmentum; orpigment; orpiment; sunflower yellow; yellow orpiment,"anorganisch geel pigment; geel pigment; inorganic yellow pigment; inorganic yellow pigments; pigment, inorganic yellow; pigment, yellow; yellow pigment; yellow pigments"
sapgroen,300013445,"bladder green; green, sap; sap green; sapgroen; sucus; verd vessie","green pigment; green pigments; groen pigment; organic green pigment; organic green pigments; organisch groen pigment; pigment, green; pigment, organic green"
lakmoes,300013056,lakmoes; litmus,"dye, natural; dye, vegetable; natural dye; natural dyes; natural dyestuff; natuurlijke verfstof; plantaardige verfstof; vegetable dye; vegetable dyes"
terrorisme,300055313,terreur; terrorism; terrorisme,"conflict, social; issues, social; problems, social; sociaal conflict; social conflict; social issue; social issues; social problems; sociale kwestie; sociale kwesties"
kopal,300012910,copal; copal resin; copals; kopal,"hars; material, organic; matter, organic; organic material; organic matter; organisch materiaal; resin; resins"
asfalt,300012966,asfalt; asphalt; pitch,"bitumen; bituminous material, natural; natural bitumen; natural bituminous material; natuurlijk bitumineus materiaal"
verdunner,300014729,"diluent; paint thinner; thinner; thinner, paint; verdunner",oplosmiddel; oplosmiddel naar functie; solvent; solvent by function; solvents
droogmiddel,300014732,drier; droogmiddel; siccatief; siccative,additief; additive; additives; admixture; materiaal naar functie; materialen naar functie; materials by function
roet,300049017,roet; soot,"materiaal naar herkomst; materialen naar herkomst; materials by origin; materials, residue; residue material; residue materials; reststoffen"
hout bewerken,300054083,hout bewerken; woodwork technique; woodworking,houtbewerken en houtbewerkingsprocedés; procedés en technieken naar materiaal; processes and techniques by material; woodworking and woodworking processes and techniques
gom,300012866,gom; gum; gums; tree gum,"materiaal naar samenstelling; material, organic; materialen naar samenstelling; materials by composition; matter, organic; organic material; organic matter; organisch materiaal"
antimonium,300011017,antimonium; antimony; sb; stibium,"metaal naar samenstelling of herkomst; metal by composition or origin; metal, non-ferrous; metal, nonferrous; non-ferrometaal; non-ferrous metal; non-ferrous metals; nonferrous metal; nonferrous metals"
arsenicum,300213699,arsenic; arsenicum; as,anorganisch materiaal; inorganic material; materiaal naar samenstelling; materialen naar samenstelling; materials by composition
kobalt,300221155,co; cobalt; kobalt,"metaal naar samenstelling of herkomst; metal by composition or origin; metal, non-ferrous; metal, nonferrous; non-ferrometaal; non-ferrous metal; non-ferrous metals; nonferrous metal; nonferrous metals"
gekleurd glas,300380332,"colored glass; coloured glass; gekleurd glas; glass, colored",glas; glas naar techniek; glass; glass by technique
kaliumnitraat,300213129,"kaliumnitraat; niter; nitrate of potash; nitrate, potassium; nitre; potash, nitrate of; potassium nitrate; saltpeter; saltpetre","compounds, potassium; kalium en kaliumverbinding; kalium en kaliumverbindingen; kaliumverbinding; kaliumverbindingen; potassium and potassium compounds; potassium compound; potassium compounds"
beglazingskit,300015208,"beglazingskit; glazier's putty; glazing compound; glazing putty; painter's putty; putty, glazier's; putty, painter's","afdichtingsmateriaal; compound, sealing; jointing material; putty; sealer; sealing compound; sealing compounds; sealing material; stopverf"
talg,300182830,talg; tallow,fat; fats; lipid; lipide; lipids; lipoid; vet; vetten
verglazen,300124096,glazuren; verglaasd; verglazen; vitrification; vitrified,"fysico-chemische procedés; physicochemical process; physicochemical processes; procedés en technieken naar specifiek type; processes and techniques by specific type; processes, physicochemical"
zwavel,300011156,brimstone; s; solfer; sulfur; sulphur; zwavel,anorganisch materiaal; inorganic material; mineraal; mineral; minerals
uraniumglas,300211732,"glass, uranium; uranium glass; uraniumglas",glas; glas naar samenstelling of herkomst; glass; glass by composition or origin
zuur,300011752,acid; acids; zuur,materiaal; materiaal naar eigenschap; material; materialen; materialen naar eigenschap; materials; materials by property
zout,300183627,salt; salts; zout,anorganisch materiaal; inorganic material; materiaal naar samenstelling; materialen naar samenstelling; materials by composition
natriumcarbonaat,300183897,natriumcarbonaat; sal soda; soda; soda ash; soda crystal; sodium carbonate; washing soda,"compounds, sodium; natriumverbinding; natriumverbindingen; sodium and sodium compounds; sodium compound; sodium compounds"
glasblazen,300053932,geblazen glas; glasblazen; glass blowing; glass-blowing; glassblowing,glasbewerking en glasbewerkingsprocedés; glasbewerking en glasbewerkingsprocedés en -technieken; glassworking and glassworking processes and techniques; glassworking processes and techniques
boeddhisme,300073738,boeddhisme; buddhism; buddhist,godsdienst; godsdiensten; religie; religies; religies en religieuze begrippen; religion; religions; religions and religious concepts
hindoeïsme,300073727,hindoeïsme; hindoo; hindu; hinduism,godsdienst; godsdiensten; religie; religies; religies en religieuze begrippen; religion; religions; religions and religious concepts
racisme,300055304,"discrimination, race; discrimination, racial; race discrimination; racial discrimination; racism; racisme; rassendiscriminatie","bigotry; discriminatie; discrimination; discriminatory; issues, social; problems, social; social discrimination; social issue; social issues; social problems; sociale kwestie; sociale kwesties"
begraafregister,300027978,"begraafregister; begraafregisters; burial register; burial registers; kerkhofregisters; registers, burial","church record; church records; church records by form or function; kerkelijk register; kerkelijke registers; kerkelijke registers naar vorm of functie; records, church"
obligatie,300193976,bond; bonds; obligatie; obligaties,"betalingsbelofte; betalingsbeloften; instruments, negotiable; negotiable instrument; negotiable instruments; pay, promises to; promise to pay; promises to pay; verhandelbaar waardepapier; verhandelbare waardepapieren"
vroedvrouw,300386260,midwife; midwives; verloskundige; verloskundigen; vroedvrouw; vroedvrouwen,people in health and medicine; people in science-related occupations; personen in beroepen met betrekking tot de wetenschap; personen in de gezondheidszorg en geneeskunde; wetenschappers en personen in aanverwante beroepen
taxatie,300027474,appraisal; appraisals; estimation; taxatie; taxaties,"documentatie naar vorm of functie; financial record; financial records; financiëel document; financiële documenten; fiscal records; records by form or function; records, financial; records, fiscal"
